timestamp,node,message_id,direction,status,payload
0.2423,DASHBOARD,0x16F,RX,OK,5F 7F 44 93 4C 6D 8A 77
0.2447,STEERING_ECU,0x1C1,TX,OK,3F 26 45 84 BD 83 11 DF
0.247,ABS_ECU,0x191,TX,OK,71 EA 40 BD 75 A2 01 87
0.2498,ENGINE_ECU,0x152,TX,OK,E1 81 E7 DE 34 85 50 DD
0.2516,ABS_ECU,0x192,TX,OK,D0 7A 94 62 74 6A 70 ED
0.2549,AIRBAG_ECU,0x186,RX,OK,6B C1 FD 4C A8 14 A8 45
0.2574,ENGINE_ECU,0x1D9,TX,OK,B2 9E C1 7B 7B F7 EE 48
0.2599,ABS_ECU,0x1FB,TX,OK,A8 EF 5A CC 5B 93 EE A4
0.2629,DASHBOARD,0x166,TX,OK,5F 62 13 19 8B 96 7F 54
0.2663,AIRBAG_ECU,0x1E6,RX,OK,92 9C A5 4A F7 FD 0C 46
0.2706,ENGINE_ECU,0x18B,RX,OK,F0 83 07 86 A1 FC 17 0E
0.2733,ABS_ECU,0x170,RX,OK,AC 59 5E 1E A8 DA 85 FC
0.2762,ABS_ECU,0x1A1,RX,TIMEOUT,01 E2 F4 BA D4 CE F9 53
0.2808,ENGINE_ECU,0x11A,TX,OK,59 DC B2 6E 16 38 EF A6
0.284,AIRBAG_ECU,0x1FA,RX,OK,91 32 42 52 BE 8D F1 CC
0.2862,DASHBOARD,0x19B,TX,ERROR,DB 38 C6 42 C2 FF 78 14
0.2884,AIRBAG_ECU,0x1C6,TX,CRC_FAIL,06 E0 68 73 96 6B 1E 5C
0.2913,ABS_ECU,0x173,RX,ERROR,79 0D 96 E7 73 D4 6C FD
0.2955,AIRBAG_ECU,0x1C7,TX,ERROR,89 6E 83 C9 35 45 F5 B0
0.2982,STEERING_ECU,0x179,TX,OK,3B FD 9C 3C 9C 81 23 3B
0.2994,ABS_ECU,0x1C1,RX,OK,C6 94 5F 62 FF E0 9A 4D
0.3036,DASHBOARD,0x1B6,TX,ERROR,A5 A6 E0 4C 19 0D EE 6C
0.3063,DASHBOARD,0x1FB,TX,OK,0A 09 7E 59 AA 1E DB 6B
0.309,ABS_ECU,0x197,TX,CRC_FAIL,75 68 F0 E3 5C 5D A3 1D
0.3102,ENGINE_ECU,0x166,TX,OK,9F 04 EC 01 26 5D 85 64
0.3136,ABS_ECU,0x1BB,TX,OK,B9 89 F6 C0 A9 3F 1A 4A
0.3171,ENGINE_ECU,0x113,RX,OK,89 87 5D CC 69 0E 33 03
0.3188,ENGINE_ECU,0x10E,TX,OK,29 79 4B E0 4C A1 D9 A0
0.3199,DASHBOARD,0x1CF,TX,OK,D1 AB 12 CE 82 C1 C7 9E
0.324,STEERING_ECU,0x10E,TX,OK,50 CE 20 19 66 45 B2 9D
0.3262,STEERING_ECU,0x1F4,TX,TIMEOUT,75 C9 5A D8 6B BF 45 A7
0.3304,STEERING_ECU,0x168,TX,OK,93 7B 5B EF 8C CE 23 FD
0.3342,STEERING_ECU,0x15E,TX,OK,2D 62 23 08 80 DB AE 01
0.337,ENGINE_ECU,0x10A,TX,OK,30 44 25 75 7D AF 2B 26
0.3404,AIRBAG_ECU,0x1AA,TX,OK,74 B3 E9 F0 0A FE 53 20
0.3427,STEERING_ECU,0x184,RX,OK,E1 FF F4 48 51 B8 D7 65
0.3456,DASHBOARD,0x149,RX,OK,45 AE C7 B2 B2 23 62 AE
0.3478,AIRBAG_ECU,0x1F3,RX,OK,AE 27 D8 53 5E E2 73 A3
0.3517,STEERING_ECU,0x174,RX,OK,3B 3E 0A 52 15 90 ED BE
0.3531,ABS_ECU,0x140,TX,OK,54 77 47 EF CD FA B8 3B
0.3575,DASHBOARD,0x1AA,RX,ERROR,33 F8 44 4A 4C EE 7C 29
0.3622,DASHBOARD,0x135,TX,OK,1F 5D FA 84 CE D3 B1 95
0.3633,ENGINE_ECU,0x186,RX,OK,5F D9 1D CF 8A D9 35 4E
0.3645,STEERING_ECU,0x160,TX,OK,C4 59 76 01 65 9C A1 8B
0.3682,STEERING_ECU,0x144,RX,OK,09 1F 33 C9 4B D1 4A 3F
0.37,AIRBAG_ECU,0x16F,TX,OK,A7 2B 3C 65 B4 33 62 29
0.372,ENGINE_ECU,0x1BB,RX,OK,14 50 51 EF 9A 38 FC 26
0.3759,ABS_ECU,0x1E0,RX,OK,95 BD 62 6B 5F 57 9A 8E
0.3778,ENGINE_ECU,0x101,TX,OK,7D FD 7E D4 EC 67 82 38
0.3796,DASHBOARD,0x1C9,RX,OK,45 E7 4A B4 2E E8 88 5E
0.3816,ABS_ECU,0x1B5,TX,OK,DF 68 E3 43 12 0B 22 FE
0.3841,STEERING_ECU,0x100,TX,OK,37 C2 CE C3 12 04 CB A0
0.3875,ABS_ECU,0x1C1,RX,OK,37 37 BD ED 60 3E 46 75
0.3912,STEERING_ECU,0x17B,TX,TIMEOUT,F2 FF 9F 4C 3B 72 F3 F7
0.3935,DASHBOARD,0x16E,RX,CRC_FAIL,2F C6 6B F6 5F D3 DD 19
0.397,ABS_ECU,0x15B,TX,CRC_FAIL,43 A7 BB 00 5A A1 9E 91
0.3993,ABS_ECU,0x156,RX,OK,2D DE 48 FD 84 73 4E 1A
0.4026,ABS_ECU,0x140,RX,OK,C7 24 EF 78 FE 7C 2C 17
0.4053,DASHBOARD,0x1EB,RX,OK,15 8B 55 64 D1 B9 25 9C
0.4077,AIRBAG_ECU,0x1ED,RX,TIMEOUT,EC 1F CF 15 20 D2 BE 87
0.4088,ENGINE_ECU,0x1CE,TX,TIMEOUT,A2 E9 F3 20 58 44 BA 18
0.412,AIRBAG_ECU,0x12A,RX,OK,29 A9 C3 22 9A C4 02 76
0.4146,ENGINE_ECU,0x1E6,RX,OK,A2 FA 3F 29 FF 53 91 E5
0.419,ABS_ECU,0x17C,TX,CRC_FAIL,40 BA 14 7F E6 94 D3 B1
0.4214,STEERING_ECU,0x1FD,RX,ERROR,31 5A 55 1B 8B 48 8C 02
0.4233,STEERING_ECU,0x12F,TX,OK,C6 99 13 5D 1C B5 42 AC
0.4264,ENGINE_ECU,0x1F1,RX,OK,D0 CC 0A 14 E4 CB 85 38
0.4284,AIRBAG_ECU,0x1D0,RX,OK,AF 67 15 42 31 31 91 DF
0.431,AIRBAG_ECU,0x124,TX,OK,71 2B 31 55 C0 B0 E9 30
0.4355,DASHBOARD,0x159,TX,TIMEOUT,6C 62 CB BB 0A 78 D4 BD
0.4388,AIRBAG_ECU,0x1A3,RX,OK,A3 78 FC 7B 72 88 E9 68
0.4432,ABS_ECU,0x110,TX,OK,4D 8A F6 3B E6 F3 EA 43
0.4467,ABS_ECU,0x168,RX,OK,81 CA 7D 53 46 EA 87 42
0.4489,STEERING_ECU,0x153,TX,OK,98 7A 24 95 0D 76 F3 75
0.4533,DASHBOARD,0x182,TX,OK,29 5D 3D 89 F0 48 9B 45
0.4565,ENGINE_ECU,0x1C6,TX,OK,01 D5 BC 72 16 33 B1 2D
0.4592,DASHBOARD,0x13E,TX,OK,B1 65 0F 08 68 97 CF 2A
0.463,AIRBAG_ECU,0x126,RX,OK,79 8F 2C 1D 32 C6 EC A8
0.4649,AIRBAG_ECU,0x1E7,RX,OK,0E BB E6 BB CE F1 DE 50
0.4683,ABS_ECU,0x151,RX,CRC_FAIL,B3 AA 61 FE 1C 1F 50 A2
0.4729,DASHBOARD,0x191,TX,OK,CA C1 13 DA 70 39 B1 EE
0.4754,AIRBAG_ECU,0x106,RX,TIMEOUT,0F 7B D4 5C F8 03 B4 0A
0.48,AIRBAG_ECU,0x1BC,TX,OK,6B 49 A3 DE 7A C3 A5 A8
0.4839,STEERING_ECU,0x167,TX,OK,BE F3 BF 53 1C 57 D0 00
0.4878,ABS_ECU,0x151,RX,OK,DA 28 5C 7F 4C F7 8B 09
0.4902,ENGINE_ECU,0x160,TX,OK,84 2E 8C AF E3 21 DE 50
0.4945,ENGINE_ECU,0x19A,TX,OK,F5 D9 D2 44 04 9D 21 7B
0.4965,ABS_ECU,0x107,RX,CRC_FAIL,30 7C C3 E3 19 33 77 C0
0.4995,AIRBAG_ECU,0x1D0,RX,OK,B1 A6 54 0B A6 0E 4D 3B
0.5008,ENGINE_ECU,0x136,RX,OK,70 2D 48 77 19 C1 98 51
0.5051,ABS_ECU,0x191,RX,OK,37 37 33 CB B3 87 66 7F
0.51,AIRBAG_ECU,0x1BF,TX,OK,CD 8F A1 6A 73 B0 3A 9F
0.5124,DASHBOARD,0x1D7,RX,OK,39 06 D4 D4 07 22 66 46
0.517,ENGINE_ECU,0x15E,RX,OK,AF B4 62 F3 AB BB AD 2A
0.518,DASHBOARD,0x1EE,TX,OK,57 21 0F 75 83 9E 54 4E
0.5213,ENGINE_ECU,0x1FB,TX,OK,23 B6 DE A3 D1 59 F1 F2
0.5247,AIRBAG_ECU,0x120,RX,OK,6C C9 F5 72 CE 6C 99 14
0.5263,ENGINE_ECU,0x145,RX,OK,CF 10 1B BC 2D 5D 4E D6
0.53,ENGINE_ECU,0x161,TX,OK,17 7E AE E4 F7 2C 63 E8
0.5348,ENGINE_ECU,0x10A,RX,OK,F2 96 84 37 F5 BD BB 57
0.5394,ABS_ECU,0x1BD,TX,CRC_FAIL,CF 9D DC 59 2C 81 94 12
0.541,AIRBAG_ECU,0x13E,TX,TIMEOUT,43 41 F9 19 F3 70 0D FB
0.5457,DASHBOARD,0x128,TX,OK,E2 02 7A 56 7D ED 68 2B
0.5469,ENGINE_ECU,0x11C,RX,OK,6D F4 4A 52 14 4A 84 95
0.5511,ENGINE_ECU,0x1EA,RX,OK,21 B5 0E 41 F1 AD AB 5D
0.5549,DASHBOARD,0x184,RX,OK,72 21 4C B1 B5 94 47 48
0.5587,ENGINE_ECU,0x16D,TX,ERROR,0F 59 79 90 58 BD C3 93
0.5605,ABS_ECU,0x1F9,RX,OK,6B EB 28 7C 03 52 30 AB
0.5637,ABS_ECU,0x1FB,RX,OK,D9 42 4C A8 67 E3 DA 40
0.5663,AIRBAG_ECU,0x142,TX,OK,63 4C 7E 46 13 7F 7D 23
0.5685,STEERING_ECU,0x1AF,RX,OK,D7 BE 48 AB D7 68 15 3F
0.5699,STEERING_ECU,0x1C3,TX,OK,EE CE 37 DD 59 93 32 EF
0.5736,AIRBAG_ECU,0x14F,RX,OK,60 57 8A 6D 10 BA 69 0F
0.5759,DASHBOARD,0x1CC,RX,OK,89 36 13 6C 1F D1 2D 8A
0.5787,DASHBOARD,0x14F,TX,ERROR,FB 44 31 81 8F 11 97 32
0.5816,STEERING_ECU,0x1F1,RX,OK,52 9E 95 D1 80 3A 38 FE
0.5828,ENGINE_ECU,0x1C5,TX,OK,F1 89 F9 9A 74 F2 90 02
0.5858,AIRBAG_ECU,0x18A,TX,OK,59 28 88 73 63 B1 22 A1
0.5906,ABS_ECU,0x170,TX,OK,55 E9 4D 09 03 2B 46 70
0.5941,DASHBOARD,0x1C4,RX,OK,06 08 4D D7 EF 41 05 AA
0.5966,ENGINE_ECU,0x106,TX,OK,E1 9D 6A 77 82 C4 50 05
0.5988,ENGINE_ECU,0x14C,RX,ERROR,A7 A1 0A 73 E8 E5 3B A6
0.6023,ENGINE_ECU,0x190,RX,OK,E4 15 1D 15 4F 85 A0 46
0.6041,ENGINE_ECU,0x135,RX,OK,B3 8A 87 E5 71 58 6D 7C
0.6059,ABS_ECU,0x112,RX,OK,E0 38 B0 D6 CD 1D 19 2B
0.6076,ABS_ECU,0x118,TX,OK,E5 31 A6 62 F1 B7 40 B9
0.6086,AIRBAG_ECU,0x1AC,TX,OK,81 39 CA 32 7A 11 21 C7
0.6127,DASHBOARD,0x1F2,TX,ERROR,A7 01 9B 4E 6A 5B 59 B5
0.6152,AIRBAG_ECU,0x108,TX,OK,CF C5 6B C4 12 37 9A FE
0.6166,STEERING_ECU,0x171,RX,OK,71 7B 3A 67 81 13 C6 9C
0.621,STEERING_ECU,0x130,TX,OK,6F A6 57 96 46 08 AC D0
0.6258,ABS_ECU,0x108,RX,TIMEOUT,E2 7E 22 44 3F F9 77 35
0.6299,AIRBAG_ECU,0x1B4,TX,CRC_FAIL,90 90 B1 4C 43 94 E3 D5
0.631,STEERING_ECU,0x184,TX,OK,59 F1 2D 4C 13 25 D8 93
0.6326,DASHBOARD,0x11F,RX,TIMEOUT,2A BA A6 EF 28 B4 53 74
0.6347,STEERING_ECU,0x135,RX,OK,BC DE 3E A3 BD 71 7F B0
0.6382,STEERING_ECU,0x1A4,RX,OK,72 71 D9 2D 27 C7 10 ED
0.6417,ENGINE_ECU,0x1F2,TX,OK,54 D3 7D 33 15 E7 7C 69
0.6447,DASHBOARD,0x1B9,RX,TIMEOUT,56 FE 10 47 A0 EC 1A E7
0.6493,DASHBOARD,0x1A2,RX,TIMEOUT,33 64 EA 3C F1 5E AC 1A
0.652,ENGINE_ECU,0x1B1,TX,TIMEOUT,8A E6 50 CB 3E D5 50 B4
0.6539,AIRBAG_ECU,0x17A,RX,ERROR,F2 F7 06 37 D6 A5 0A 5E
0.6583,STEERING_ECU,0x1CA,TX,ERROR,06 8A 42 E4 D2 7D 73 75
0.6624,STEERING_ECU,0x131,RX,OK,3A 77 0A F0 74 C7 A1 96
0.6638,AIRBAG_ECU,0x142,RX,OK,E0 50 55 4C 2B 8B A9 D7
0.6661,ENGINE_ECU,0x183,RX,OK,02 09 5B B0 01 B0 75 36
0.6705,STEERING_ECU,0x1F2,TX,ERROR,55 B5 1F AC 24 73 62 85
0.672,AIRBAG_ECU,0x14A,RX,OK,C4 2E 2E FA F5 6D 56 81
0.6767,ABS_ECU,0x164,RX,OK,04 43 6B 4B 81 3C 6B 54
0.6787,ABS_ECU,0x160,RX,OK,56 84 47 66 DB F0 9E 21
0.6826,ABS_ECU,0x1D4,RX,OK,DD 29 64 DC A2 36 06 E7
0.6848,AIRBAG_ECU,0x196,RX,TIMEOUT,BC 4B 66 E2 E2 F8 90 A5
0.686,AIRBAG_ECU,0x1C6,RX,OK,C2 80 48 79 96 01 DA AB
0.6878,DASHBOARD,0x10C,RX,OK,58 2F 43 2B 9D E8 9B 03
0.692,ABS_ECU,0x127,RX,OK,5C 30 C1 93 B8 A4 C4 93
0.6934,AIRBAG_ECU,0x13C,TX,OK,6E 25 75 F8 DC B4 0A 67
0.6954,STEERING_ECU,0x1B9,RX,TIMEOUT,D6 7D 8A 1E 60 22 C2 FD
0.6976,DASHBOARD,0x1FB,TX,OK,39 9B 53 60 D0 E9 8A 9A
0.6987,ABS_ECU,0x13F,RX,OK,50 93 D7 BC 7A 91 E0 57
0.7006,AIRBAG_ECU,0x1F8,RX,ERROR,EC 7D BD 43 F6 28 90 45
0.7016,AIRBAG_ECU,0x1BD,TX,TIMEOUT,A6 88 2E A2 0F CD 7D FF
0.706,ENGINE_ECU,0x155,RX,OK,82 C3 D6 1D 38 48 35 56
0.7077,AIRBAG_ECU,0x12D,RX,OK,C5 AD 21 62 DB D3 E0 80
0.712,DASHBOARD,0x1AD,RX,OK,FA 87 28 1A A9 DD 64 8C
0.7148,AIRBAG_ECU,0x181,TX,OK,A4 DD D2 37 CE 81 CF ED
0.7162,ABS_ECU,0x14C,TX,OK,57 8E 47 81 A3 B6 CA 8B
0.7194,ABS_ECU,0x128,RX,CRC_FAIL,AE A1 06 64 53 3E 37 E4
0.7216,STEERING_ECU,0x1C4,RX,OK,0F 25 39 3B CC 83 A3 20
0.7245,DASHBOARD,0x1AC,RX,OK,6B 3E 36 28 21 1F F2 EE
0.7294,STEERING_ECU,0x1E8,TX,OK,16 AD A3 7B E0 14 8C F6
0.7307,ENGINE_ECU,0x167,RX,CRC_FAIL,B9 8A F6 10 20 85 45 F9
0.734,DASHBOARD,0x12B,RX,CRC_FAIL,AC 63 B6 E4 00 F9 C3 9D
0.7385,DASHBOARD,0x179,TX,OK,21 CB 41 7A 42 37 54 95
0.7414,ABS_ECU,0x185,TX,OK,07 08 C1 B1 3D 69 7A 97
0.7437,DASHBOARD,0x1EF,RX,OK,4F 83 57 00 41 3A 95 BA
0.7484,DASHBOARD,0x111,RX,CRC_FAIL,4C 17 0C CB E4 57 B7 74
0.7522,ENGINE_ECU,0x189,TX,OK,D4 03 EC 94 1D 5B E1 AE
0.7564,ENGINE_ECU,0x1B1,RX,TIMEOUT,5F 47 26 74 8D E8 44 C6
0.7586,DASHBOARD,0x1DA,TX,CRC_FAIL,5A 6A C4 0D AB 4C 28 0D
0.7631,ABS_ECU,0x16F,TX,OK,A2 01 8A 82 8C 93 91 7C
0.7653,AIRBAG_ECU,0x1E8,TX,CRC_FAIL,D1 1B 82 69 2E 1A CE 2F
0.7686,AIRBAG_ECU,0x164,RX,OK,34 79 32 3E 1B 21 FB 2D
0.7725,DASHBOARD,0x135,RX,OK,04 95 C7 63 7B 73 9C 38
0.7748,ENGINE_ECU,0x11E,RX,OK,22 29 7F 0F 16 D7 56 5F
0.7766,DASHBOARD,0x149,RX,OK,14 10 D1 48 FC 57 B6 21
0.779,STEERING_ECU,0x198,RX,CRC_FAIL,93 EB BE DA E7 4A 60 36
0.782,ENGINE_ECU,0x171,TX,OK,65 90 7C F8 56 BA AE 15
0.7844,ENGINE_ECU,0x1FF,RX,OK,FA 25 7A 95 09 69 A6 79
0.7867,STEERING_ECU,0x164,RX,OK,71 07 90 77 8B BC FC 06
0.7884,AIRBAG_ECU,0x16C,TX,CRC_FAIL,37 65 FC A6 B7 85 FF B9
0.7898,AIRBAG_ECU,0x153,TX,OK,2B B7 EF 66 89 4E 35 C0
0.7927,AIRBAG_ECU,0x1A0,RX,OK,C5 B9 89 AC EA 73 0D 49
0.7956,AIRBAG_ECU,0x1BF,RX,CRC_FAIL,96 AE 68 5A 86 79 38 72
0.7969,STEERING_ECU,0x114,TX,TIMEOUT,B9 0D 1F 6F BD D4 03 4E
0.7997,AIRBAG_ECU,0x104,RX,TIMEOUT,68 83 63 46 28 B1 F9 2C
0.8023,ENGINE_ECU,0x1E2,TX,TIMEOUT,02 46 D8 0C EF F1 5E 94
0.8035,STEERING_ECU,0x187,RX,OK,00 46 3A 66 05 E5 9F FC
0.8058,STEERING_ECU,0x1F2,RX,OK,0E 67 20 1A 9D 1A 9D 39
0.8075,ABS_ECU,0x11D,RX,CRC_FAIL,00 4A 1B 17 8A BC CA B9
0.8112,STEERING_ECU,0x16A,RX,OK,EC A7 73 E1 87 8A 7F 4D
0.8141,ABS_ECU,0x108,RX,OK,4D FD 6B 16 69 1E B4 CA
0.8181,ABS_ECU,0x16D,RX,OK,A9 AE 53 33 D2 96 DE 98
0.8207,STEERING_ECU,0x1C5,RX,CRC_FAIL,7F 14 DF AC 72 B7 66 25
0.8232,STEERING_ECU,0x139,RX,OK,6C 60 61 A7 02 0F DA C9
0.8281,ENGINE_ECU,0x16B,TX,OK,F8 08 46 15 D0 79 EA B4
0.8315,ENGINE_ECU,0x147,RX,OK,D5 FE 39 46 E7 F9 D3 66
0.8353,AIRBAG_ECU,0x1D8,RX,ERROR,5A F9 1C 4F 4C 57 D4 9D
0.8372,AIRBAG_ECU,0x15D,TX,OK,D0 DD 87 20 7B 8F DB A1
0.8388,ENGINE_ECU,0x1B7,TX,OK,4E 6F E6 C6 8D 86 DF B4
0.842,STEERING_ECU,0x1F4,RX,CRC_FAIL,45 E3 DB 5B 36 0E B4 A5
0.846,STEERING_ECU,0x1D4,RX,OK,8B 19 D4 90 A7 0B 33 C0
0.8505,DASHBOARD,0x18D,TX,TIMEOUT,2B 0A 53 3D 76 65 86 8E
0.8548,STEERING_ECU,0x1B1,TX,OK,5A 93 0C F6 78 4F 98 C2
0.8558,AIRBAG_ECU,0x1F3,RX,OK,2F 99 63 B1 8B B1 7E 6C
